-9963,392
-9938,255
148,964
-9940,113
-9999,83
-9940,519
-9998,729
-9936,134
-9969,092
-9919,525
-9986,179
-9893,755
-9964,755
-9970,095
-9932,917
-10003,08
-9909,138
-9967,469
-9974,086
-9966,971
-9942,229
-9934,198
-9912,267
-9949,115
-9944,413
-9976,422
-9999,166
-9930,029
-9916,597
-9874,781
-9862,512
-10022,63
-9962,639
205,218
-9960,998
-9964,252
-9961,442
-9950,442
-9876,883
-9986,511
-10007,49
-9977,41
-9899,056
-9971,773
-9885,443
-9828,012
-9916,501
122,4368
-10014,65
-10027,24
-9920,979
-9968,713
-9872,442
-9960,062
-9856,278
-10015,65
-9793,017
-9970,731
-9963,193
-9976,38
-9956,62
-9935,244
-9963,643
-9970,811
-9913,407
-9970,396
-9950,797
-9967,992
-9918,54
-9936,737
-9940,218
-9993,826
-9985,865
-9879,173
-9960,582
-9840,792
-9834,121
-9844,114
-9953,624
-9986,332
-9938,257
-9826,823
-9941,263
-10010,22
-9977,106
-9915,716
-9965,19
-9979,709
-9952,077
-10000,19
-9967,999
-9963,511
-9980,038
-9916,345
-9957,031
-9974,377
-9968,055
-9968,467
-9877,671
-9972,828
-9951,165
-9962,557
-9963,813
-9954,275
-9991,662
-9927,64
-9967,224
-9971,343
-9869,761
-9908,495
-9962,326
-9864,253
-9970,363
-9934,802
-9965,25
-9949,441
-9992,976
-9975,858
-9953,531
-9918,953
-9966,626
-9931,106
-9965,903
-9949,102
-9882,884
-9921,152
-9936,521
-9923,32
-9976,688
-9851,153
-9905,018
-9976,391
-9860,309
-9987,475
-9810,764
-10011,89
-9968,367
-9967,646
-9977,436
-9922,672
-9924,301
-9970,136
-9992,015
-9817,173
-9783,377
-9971,315
-9952,722
-10017,29
-9854,757
-9906,437
-9894,253
-9928,352
-9920,401
-9853,151
-9873,75
-9949,058
-9872,422
-9948,603
-9931,603
-9924,492
-9955,786
-9958,626
-9992,587
-9925,371
-9950,897
-9945,93
-9843,717
-9920,707
-9966,274
-9985,474
-9992,742
-9928,478
-9961,832
-9965,406
-9920,282
-9928,211
-9938,313
-9967,658
-9856,868
-10008,74
-9976,348
-10006,28
-9939,44
-9931,92
-9936,416
-9993,878
-9947,507
-9939,573
-9977,394
-9934,623
-9987,155
-9902,354
-9952,097
-9930,402
-9965,82
-9915,336
-9896,918
-9957,913
-9991,085
-9971,88
-9863,383
-9838,391
-9905,996
-9983,584
-9954,194
-9897,135
-9893,465
-9886,04
-9878,243
128,6856
-9923,581
-9968,652
-9857,72
-9841,065
-9987,387
163,3578
-9942,194
-9942,721
-9964,604
-9969,081
-9947,58
-9848,465
-9924,489
-9948,411
-9991,753
-9962,882
-9945,192
-9954,733
-9976,808
-9907,88
-9945,315
-9957,912
-9953,114
-9963,813
-9930,855
-9946,719
-9869,106
-9975,276
-9933,183
153,533
-9884,304
-9914,631
137,0643
-9986,354
-9869,24
-9960,235
122,5102
-9958,59
-9976,938
-9946,435
-9993,123
-9881,493
-9850,319
-9925,605
-9859,79
-9923,444
-9961,289
-9772,131
-9830,596
-9960,943
-9958,457
-9931,134
-9910,341
-9940,595
-9980,822
-9961,09
-9763,613
-9957,017
-10002,01
-9959,066
-9938,884
115,9435
-9960,532
-9917,821
-9976,551
-9991,841
-9985,503
-9947,085
-9968,284
-9960,124
-9867,118
-9989,94
-9869,163
-9972,449
-9943,297
-9958,445
-9900,348
-9935,748
-9795,239
-9995,888
-9693,551
-9914,58
-9857,728
-9832,268
-9972,737
-9997,413
-9961,808
-9948,449
-9866,444
-9896,428
-9987,92
-9942,2
-9876,978
-9871,159
-9955,255
-9991,96
-9958,887
-9822,425
-10005,58
-9977,452
-9936,681
-9989,642
-9946,298
-9968,712
-9882,85
-9883,052
-9891,097
-9755,333
-9820,19
-9840,999
-9862,74
-9941,605
-9956,072
-9950,71
-10010,83
-9935,956
127,7726
-9939,642
-9837,128
-9975,746
-9991,154
-9853,79
-9942,173
-9916,653
-9969,289
-10018,62
-9951,428
-9938,29
-9842,444
-10006,68
-9910,421
-9846,382
-9921,318
-9941,283
-9968,098
-9880,363
-9968,411
-10007,33
-9899,431
-9904,33
-9965,19
-9959,953
-9941,896
-9961,521
-9911,715
-9921,862
-9751,915
-9914,167
-9906,536
-9886,411
-9888,635
-9944,591
-9964,069
-9923,235
-9975,397
-9895,418
-9926,099
-9855,392
-9875,141
-9995,955
-9934,349
-9815,398
-9909,365
-9971,421
-9951,613
-9956,061
-9817,361
-9935,258
-9965,475
-9940,11
-9958,177
-9968,672
-9812,935
-9925,343
-9956,671
-9986,073
-9931,235
-9908,539
-9893,111
-9897,127
-9971,362
-9936,381
-9997,268
-9986,328
-9938,454
-9926,215
-9810,454
-9991,116
-10018,39
102,0119
-9926,019
-9956,26
-9944,352
-9963,59
-10010,7
-10023,57
-9871,657
-9917,29
-9968,738
-9864,731
-9852,758
-10011,1
-9953,616
-9928,78
-9918,223
-9914,289
-9951,792
-9971,915
-9922,837
-9906,426
-9926,626
-9993,822
-9908,676
-9961,566
-9898,609
-9915,973
-9938,141
-9813,564
-9897,941
-9870,448
-9957,784
-9866,181
-9931,466
-9986,788
-9998,955
-9928,88
-9958,194
-9964,144
-9904,027
-9944,162
-9945,254
-9935,407
-9863,267
-9964,1
-9948,736
-9887,902
-9952,931
-9937,715
-9930,164
-9962,495
-9943,274
-9946,579
-9963,874
-9885,086
-9798,885
-9958,957
-9858,368
-9956,433
-9931,438
-9815,885
-9776,397
-9852,148
-9946,855
-9931,573
-9918,913
-10008,36
-9853,063
-9873,856
-9882,213
-9959,033
-9852,666
136,3565
-9973,299
-9950,668
-9945,051
-9929,769
-9831,912
-9970,762
-10007,59
-9988,973
-9973,699
-9900,731
-9870,13
-9961,84
-9932,329
-9924,772
-9958,48
-9888,518
-9965,832
-9920,157
-9930,932
-9975,22
-9849,136
-9857,64
97,36243
-9937,693
-9951,829
-9853,77
-9969,071
-9932,086
-9895,297
-9834,331
-9892,901
-9881,013
-9928,616
-9932,235
233,1998
-9994,241
-9938,806
-10018,99
-10014,07
-9864,843
-9774,57
-9914,292
-9982,312
-9950,713
-9978,543
-9994,957
-9930,323
-9935,578
-9979,646
-9929,457
-9944,478
-9892,054
-9945,979
-9862,07
-9958,083
-9949,825
-9963,518
-9795,37
-9837,309
-9893,651
192,9953
-9901,266
-9915,957
-9878,155
-9853,926
-9949,427
-9881,913
-9962,945
-9771,09
224,1849
-9861,398
-9978,43
-9911,056
-9965,725
-9886,353
-9960,246
-9952,528
-9858,042
-10031,96
-9916,406
-9947,099
-9876,318
-9942,31
-9921,259
-9912,629
-9854,063
-9949,792
-9882,295
316,7863
-9817,161
-9976,694
-9947,822
-9854,058
-9927,488
-9855,547
-9967,682
-9959,595
-9973,055
-9851,041
204,2498
-9952,113
255,3284
-9891,071
-9832,224
-9770,163
-9986,859
240,864
-9828,454
-9998,483
-9924,185
-9955,321
-9984,864
-9961,845
-9889,982
-9943,683
-9986,686
-9935,376
-10011,17
-9988,632
-9923,847
-9957,425
-9785,674
-9792,486
-9945,868
-9971,146
-9976,828
-9897,899
-9904,65
-9976,188
-9865,368
-9959,082
-9928,545
-10014,95
-9958,006
-9900,937
-10004,1
-9706,528
-9823,542
-9821,363
-9936,592
-9866,257
-9898,794
-9986,968
-9920,238
-9959,442
-9869,076
-9995,979
-9907,35
-9994,356
-9897,569
-9981,917
-9911,286
-9901,583
-9972,247
-9927,312
-9878,69
-9936,645
-9979,188
-9929,778
-9932,514
-9905,602
-9870,196
-9941,644
-9977,874
-9972,451
-9857,08
-9818,161
-9945,838
-9950,095
-10030,18
-9862,298
-9911,434
-9859,45
-9943,499
-9891,003
-9893,897
-9933,078
-9944,937
-9964,447
-9929,763
244,7548
-9930,595
-9886,998
-9895,759
204,2272
-9843,238
-9870,306
-9909,445
-9941,099
-9856,93
-9938,126
-9958,808
-9815,768
-9907,717
-9982,666
-9960,71
-9886,58
-9895,043
-10004,65
-9873,529
105,6391
-9925,728
-10015,09
-9861,79
-9903,801
-9865,006
-9956,884
-9919,035
-9951,768
-9966,76
342,3624
-9830,014
-9950,076
-9857,288
-9809,75
-9912,747
-9857,478
-9979,341
-9902,268
-9979,358
-9972,085
-9899,571
-9969,718
-9831,481
-9832,834
-9946,179
-9960,471
